x,fx
-50.0,0.26646148221511756
-49.99333288885926,0.30254258931911787
-49.986665777718514,-0.19141029240154242
-49.97999866657777,0.6037765214629368
-49.97333155543703,2.730206942026599
-49.966664444296285,0.0159964288552921
-49.95999733315554,1.8694050571214929
-49.9533302220148,-0.43676063849880004
-49.946663110874056,1.1170774992031625
-49.93999599973331,0.23085882874379002
-49.93332888859257,-2.3867791831502894
-49.92666177745183,0.7717973908377918
-49.91999466631109,0.540822780069923
-49.91332755517035,-0.284322721549197
-49.906660444029605,-0.17285665536258277
-49.89999333288886,0.6309209260256056
-49.89332622174812,0.6670517685399441
-49.886659110607376,0.11816399479047499
-49.87999199946663,1.641189781468932
-49.87332488832589,2.0455733940019183
-49.86665777718515,0.4181304688241107
-49.8599906660444,0.399882824347328
-49.85332355490366,0.9847139153329666
-49.84665644376292,-0.16882484403374834
-49.839989332622174,-0.8033333539512035
-49.83332222148143,1.0989169403488408
-49.82665511034069,0.46889850899175317
-49.819987999199945,0.18646664336671503
-49.8133208880592,-0.26467512937771054
-49.80665377691846,0.2200078096203284
-49.799986665777716,-0.058658897249821484
-49.79331955463697,-0.705010088348567
-49.78665244349623,0.03649285230486929
-49.77998533235549,0.4606600588618073
-49.77331822121475,-0.7639594595854484
-49.76665111007401,0.29635631924382677
-49.759983998933265,1.0623249819427711
-49.75331688779252,-2.0644196752008925
-49.74664977665178,0.6246510777245018
-49.739982665511036,1.0101290606343178
-49.73331555437029,-0.11856501445304535
-49.72664844322955,1.3079433748112799
-49.71998133208881,0.9863574092658671
-49.713314220948064,1.565777125502802
-49.70664710980732,0.6053729321386281
-49.69997999866658,2.101330440571994
-49.693312887525835,0.40069570771369734
-49.68664577638509,-1.265674880071031
-49.67997866524435,-1.692627808222061
-49.673311554103606,-0.17625816172146103
-49.66664444296286,-1.6146320191133041
-49.65997733182212,-0.7384272137571102
-49.65331022068138,-0.2423235682161115
-49.64664310954063,0.07255526197916445
-49.63997599839989,0.8898392466836242
-49.63330888725915,-1.6785437794282962
-49.626641776118404,0.04122470459082733
-49.61997466497767,0.19136785218302446
-49.613307553836925,0.302243308411532
-49.60664044269618,0.8347113624091937
-49.59997333155544,0.3292697784118849
-49.593306220414696,0.9250325167387363
-49.58663910927395,-0.8289985642276774
-49.57997199813321,0.9882460594061757
-49.57330488699247,-1.1790840510415082
-49.566637775851724,-0.1562800835471726
-49.55997066471098,0.10154483602388584
-49.55330355357024,0.776219077849744
-49.546636442429495,-0.04607316874657669
-49.53996933128875,-0.5293564689783754
-49.53330222014801,1.6322074383588279
-49.526635109007266,1.0906921858629286
-49.51996799786652,0.5105315968780836
-49.51330088672578,1.2544440988150312
-49.50663377558504,0.01890393386368472
-49.499966664444294,0.6989045770920315
-49.49329955330355,-0.13325152397103812
-49.48663244216281,0.6838631949265968
-49.479965331022065,-0.01285888022081233
-49.47329821988133,-0.4909532976330495
-49.466631108740586,-1.5553484984530035
-49.45996399759984,1.3368307014437573
-49.4532968864591,2.1258498134110893
-49.44662977531836,0.5845887794019653
-49.439962664177614,1.700668039096636
-49.43329555303687,-0.5061811370581968
-49.42662844189613,0.4317597417869607
-49.419961330755385,-0.6350592869394927
-49.41329421961464,0.43142085589513074
-49.4066271084739,2.0986583346902146
-49.399959997333156,-0.026400329401995326
-49.39329288619241,0.6279017249299845
-49.38662577505167,0.0641070092547093
-49.37995866391093,0.5850324040632464
-49.37329155277018,-0.31044057641577183
-49.36662444162944,0.29925874371934746
-49.3599573304887,0.47903863495747184
-49.353290219347954,1.085478342513967
-49.34662310820721,-1.078467823665823
-49.33995599706647,1.250803044352317
-49.333288885925725,-1.6517938187866046
-49.32662177478498,-0.9463605181730375
-49.319954663644246,1.4749672366862103
-49.3132875525035,0.521771489648791
-49.30662044136276,2.28593449407358
-49.29995333022202,0.7005333820000498
-49.293286219081274,-0.24540658934768134
-49.28661910794053,0.9233864278139883
-49.27995199679979,2.358579081689419
-49.273284885659045,-0.9217773903699872
-49.2666177745183,-1.84763022673588
-49.25995066337756,1.512460881083726
-49.253283552236816,1.1528834033277948
-49.24661644109607,-0.4129125991023295
-49.23994932995533,0.4718536303236791
-49.23328221881459,1.4811416732601692
-49.226615107673844,1.9965339160782856
-49.2199479965331,0.32699289905266904
-49.21328088539236,0.008458468285196363
-49.206613774251615,-0.44600295294725806
-49.19994666311087,-0.03524914050887662
-49.19327955197013,0.062165511946811636
-49.186612440829386,1.5595215726679785
-49.17994532968864,1.4964087712651541
-49.17327821854791,1.3907834718451917
-49.166611107407164,0.5966151141130986
-49.15994399626642,-0.9321158356880421
-49.15327688512568,-0.16543315849560492
-49.146609773984935,0.6686094402766587
-49.13994266284419,-0.9937649566951499
-49.13327555170345,1.0840304238770146
-49.126608440562705,0.39667431366996575
-49.11994132942196,1.44386760633965
-49.11327421828122,0.3014244032852573
-49.106607107140476,1.429857462741179
-49.09993999599973,-0.3821361339693746
-49.09327288485899,-0.5867818479628563
-49.08660577371825,1.1524564379448334
-49.079938662577504,0.2895006201805921
-49.07327155143676,0.0905196116592169
-49.06660444029602,0.315987531785479
-49.059937329155275,-0.16069359336198724
-49.05327021801453,-1.5903434242438652
-49.04660310687379,1.0492325012790638
-49.039935995733046,0.2571411277296876
-49.0332688845923,-0.43041104926823864
-49.02660177345156,0.19055417103108244
-49.019934662310824,-0.3321111477457329
-49.01326755117008,0.7084902887204247
-49.00660044002934,-0.5368782772809702
-48.999933328888595,-0.9959633694441371
